panel,n,sigma,angular_sigma,seed_sequence,accepted,attempted,rejected,acceptance_fraction,mean_gap,sample_sd,sem,normal_assembly_max_error
C,6,0.02,0.0,20260909;67;6;0;2,6000,6000,0,1.0,0.07475617076334942,0.03958749041063308,0.0005110723035950924,4.440892098500626e-16
C,6,0.03,0.0,20260909;67;6;0;3,6000,6000,0,1.0,0.11379590826504345,0.06001083909954957,0.0007747366014149613,8.881784197001252e-16
C,6,0.04,0.0,20260909;67;6;0;4,6000,6000,0,1.0,0.1489026723538204,0.0779651613185292,0.0010065259045701277,8.881784197001252e-16
C,6,0.05,0.0,20260909;67;6;0;5,6000,6000,0,1.0,0.18478825225487375,0.09626632059767046,0.001242792854918139,4.440892098500626e-16
C,6,0.06,0.0,20260909;67;6;0;6,6000,6000,0,1.0,0.22524670545609965,0.1175753398097366,0.0015178911100259592,4.440892098500626e-16
C,6,0.07,0.0,20260909;67;6;0;7,6000,6000,0,1.0,0.2556802337292404,0.13651225557390426,0.0017623656413031394,4.440892098500626e-16
C,6,0.08,0.0,20260909;67;6;0;8,6000,6000,0,1.0,0.2923053872150337,0.15472486158481918,0.0019974893738741745,4.440892098500626e-16
C,6,0.09,0.0,20260909;67;6;0;9,6000,6000,0,1.0,0.32666909584971676,0.17283327290150727,0.0022312679587268643,4.440892098500626e-16
C,6,0.1,0.0,20260909;67;6;0;10,6000,6000,0,1.0,0.3591724238656399,0.18849638290572346,0.002433477839380678,8.881784197001252e-16
C,7,0.0,0.0,20260909;67;7;0;0,6000,6000,0,1.0,9.155133597044475e-16,0.0,0.0,4.440892098500626e-16
C,7,0.01,0.0,20260909;67;7;0;1,6000,6000,0,1.0,0.03642655500328235,0.01920568323141747,0.000247944304359383,8.881784197001252e-16
C,7,0.02,0.0,20260909;67;7;0;2,6000,6000,0,1.0,0.07273465831627486,0.03861279266796606,0.000498489009845308,4.440892098500626e-16
C,7,0.03,0.0,20260909;67;7;0;3,6000,6000,0,1.0,0.10906732719896471,0.05746392856025381,0.0007418561277383859,4.440892098500626e-16
C,7,0.04,0.0,20260909;67;7;0;4,6000,6000,0,1.0,0.14525917233413402,0.07730804725675793,0.0009980425985107982,8.881784197001252e-16
C,7,0.05,0.0,20260909;67;7;0;5,6000,6000,0,1.0,0.180678014956409,0.0975853010548324,0.00125982081940001,4.440892098500626e-16
C,7,0.06,0.0,20260909;67;7;0;6,6000,6000,0,1.0,0.21441501931060658,0.11530197221664239,0.0014885420605997542,8.881784197001252e-16
C,7,0.07,0.0,20260909;67;7;0;7,6000,6000,0,1.0,0.2464943570545986,0.1344137004905754,0.0017352734116737008,8.881784197001252e-16
C,7,0.08,0.0,20260909;67;7;0;8,6000,6000,0,1.0,0.28146744285591146,0.14924219257183144,0.0019267084212739448,4.440892098500626e-16
C,7,0.09,0.0,20260909;67;7;0;9,6000,6002,2,0.9996667777407531,0.31514903233256325,0.17338456142000078,0.0022383850628971335,8.881784197001252e-16
C,7,0.1,0.0,20260909;67;7;0;10,6000,6011,11,0.9981700216270172,0.34896833742061456,0.1902297645560212,0.002455855700261427,4.440892098500626e-16
C,8,0.0,0.0,20260909;67;8;0;0,6000,6000,0,1.0,4.965068306494546e-16,0.0,0.0,8.881784197001252e-16
C,8,0.01,0.0,20260909;67;8;0;1,6000,6000,0,1.0,0.03554827479049841,0.0185951939072283,0.0002400629210739761,8.881784197001252e-16
C,8,0.02,0.0,20260909;67;8;0;2,6000,6000,0,1.0,0.0710030341542884,0.036961923563568984,0.00047717638135164725,4.440892098500626e-16
C,8,0.03,0.0,20260909;67;8;0;3,6000,6000,0,1.0,0.1052787122754362,0.05560615192987149,0.0007178723345702391,4.440892098500626e-16
C,8,0.04,0.0,20260909;67;8;0;4,6000,6000,0,1.0,0.14039391444476662,0.07501666674904671,0.000968461003356832,8.881784197001252e-16
C,8,0.05,0.0,20260909;67;8;0;5,6000,6000,0,1.0,0.1739800223517997,0.0939262383269092,0.0012125825227067605,4.440892098500626e-16
C,8,0.06,0.0,20260909;67;8;0;6,6000,6001,1,0.9998333611064822,0.21047909783780808,0.1144757234942503,0.0014778752354609218,4.440892098500626e-16
C,8,0.07,0.0,20260909;67;8;0;7,6000,6003,3,0.9995002498750625,0.24374990204943564,0.1320113466746754,0.001704259157271439,3.885780586188048e-16
C,8,0.08,0.0,20260909;67;8;0;8,6000,6026,26,0.9956853634251577,0.278116282527117,0.15199442246117065,0.0019622395563617615,4.440892098500626e-16
C,8,0.09,0.0,20260909;67;8;0;9,6000,6087,87,0.9857072449482503,0.30916950243285485,0.16927563304332527,0.002185339025651722,4.440892098500626e-16
C,8,0.1,0.0,20260909;67;8;0;10,6000,6215,215,0.9654062751407884,0.3483453962618575,0.19073551831368032,0.0024623849531970787,8.881784197001252e-16
C,9,0.0,0.0,20260909;67;9;0;0,6000,6000,0,1.0,4.577566798522237e-16,0.0,0.0,4.440892098500626e-16
C,9,0.01,0.0,20260909;67;9;0;1,6000,6000,0,1.0,0.0341597119393251,0.017955484923675904,0.00023180431360825043,8.881784197001252e-16
C,9,0.02,0.0,20260909;67;9;0;2,6000,6000,0,1.0,0.06855145181890988,0.036602363147431684,0.00047253447633946336,4.440892098500626e-16
C,9,0.03,0.0,20260909;67;9;0;3,6000,6000,0,1.0,0.10055965587119416,0.05381647807921452,0.0006947677445077812,8.881784197001252e-16
C,9,0.04,0.0,20260909;67;9;0;4,6000,6000,0,1.0,0.13513700131851883,0.07200113630084948,0.0009295306726706678,4.440892098500626e-16
C,9,0.05,0.0,20260909;67;9;0;5,6000,6000,0,1.0,0.17007623147369902,0.09320707965695209,0.0012032982242000119,4.440892098500626e-16
C,9,0.06,0.0,20260909;67;9;0;6,6000,6009,9,0.9985022466300549,0.20295902272930133,0.11035431238675696,0.0014246680468536018,8.881784197001252e-16
C,9,0.07,0.0,20260909;67;9;0;7,6000,6080,80,0.9868421052631579,0.2398970782010648,0.13046150515633664,0.001684250789305483,8.881784197001252e-16
C,9,0.08,0.0,20260909;67;9;0;8,6000,6265,265,0.9577015163607342,0.2725464992999038,0.14795706140182477,0.0019101174492101851,8.881784197001252e-16
C,9,0.09,0.0,20260909;67;9;0;9,6000,6569,569,0.9133810321205663,0.309417106768066,0.16983798278402262,0.002192598929586605,4.440892098500626e-16
C,9,0.1,0.0,20260909;67;9;0;10,6000,7170,1170,0.8368200836820083,0.339535270022397,0.18647987708691832,0.002407444861201469,8.881784197001252e-16
C,10,0.0,0.0,20260909;67;10;0;0,6000,6000,0,1.0,1.6653345369377348e-16,0.0,0.0,4.440892098500626e-16
C,10,0.01,0.0,20260909;67;10;0;1,6000,6000,0,1.0,0.032971905620927035,0.017298599231615343,0.0002233239557892088,4.440892098500626e-16
C,10,0.02,0.0,20260909;67;10;0;2,6000,6000,0,1.0,0.06582143546068521,0.03470102392113533,0.00044798829247634113,8.881784197001252e-16
C,10,0.03,0.0,20260909;67;10;0;3,6000,6000,0,1.0,0.10051820817196302,0.05264211609761932,0.0006796067965173234,8.881784197001252e-16
C,10,0.04,0.0,20260909;67;10;0;4,6000,6001,1,0.9998333611064822,0.13395644993826147,0.07076728029777186,0.0009136016601655422,4.440892098500626e-16
C,10,0.05,0.0,20260909;67;10;0;5,6000,6030,30,0.9950248756218906,0.16649402395287957,0.08901648946864418,0.0011491979374996894,4.440892098500626e-16
C,10,0.06,0.0,20260909;67;10;0;6,6000,6163,163,0.9735518416355671,0.2011153676249699,0.1081963468774971,0.0013968088319234238,8.881784197001252e-16
C,10,0.07,0.0,20260909;67;10;0;7,6000,6511,511,0.9215174320380893,0.23342729482303157,0.12612885987539535,0.001628316579245117,8.881784197001252e-16
C,10,0.08,0.0,20260909;67;10;0;8,6000,7207,1207,0.832523935063133,0.265233933842946,0.14390061075970145,0.0018577488966046653,4.440892098500626e-16
C,10,0.09,0.0,20260909;67;10;0;9,6000,8259,2259,0.726480203414457,0.29721458380878113,0.16161176777093525,0.002086398950426576,1.3322676295501878e-15
C,10,0.1,0.0,20260909;67;10;0;10,6000,9612,3612,0.6242197253433208,0.32865669166955463,0.17889387634173728,0.002309510012700125,1.3322676295501878e-15
D,6,0.0,0.0,20260909;68;6;0;0,4000,4000,0,1.0,0.0,0.0,0.0,5.551115123125783e-17
D,6,0.01,0.0,20260909;68;6;0;1,4000,4000,0,1.0,0.03780776260453388,0.01973591822379141,0.0003120522665100279,4.440892098500626e-16
D,6,0.02,0.0,20260909;68;6;0;2,4000,4000,0,1.0,0.074576907181791,0.03825836423076884,0.0006049178526077265,4.440892098500626e-16
D,6,0.03,0.0,20260909;68;6;0;3,4000,4000,0,1.0,0.11302122561688063,0.05860724450680707,0.0009266619001395099,4.440892098500626e-16
D,6,0.04,0.0,20260909;68;6;0;4,4000,4000,0,1.0,0.1490226996900165,0.07724447905533224,0.0012213424524401071,4.440892098500626e-16
D,6,0.05,0.0,20260909;68;6;0;5,4000,4000,0,1.0,0.18410066976999828,0.09576502085326605,0.001514177930349211,8.881784197001252e-16
D,6,0.06,0.0,20260909;68;6;0;6,4000,4000,0,1.0,0.22201329295536507,0.11644401157271721,0.0018411414822839592,4.440892098500626e-16
D,6,0.07,0.0,20260909;68;6;0;7,4000,4000,0,1.0,0.2568050104125921,0.1358236946451114,0.0021475611764888367,4.440892098500626e-16
D,6,0.08,0.0,20260909;68;6;0;8,4000,4000,0,1.0,0.29462666845256447,0.1557197858901988,0.0024621460008338943,4.440892098500626e-16
D,6,0.09,0.0,20260909;68;6;0;9,4000,4000,0,1.0,0.3269977181755349,0.17448895408231027,0.0027589126072031797,4.440892098500626e-16
D,6,0.1,0.0,20260909;68;6;0;10,4000,4000,0,1.0,0.3628241929511383,0.1940031836203685,0.003067459667821177,4.440892098500626e-16
D,6,0.0,0.02,20260909;68;6;1;0,4000,4000,0,1.0,3.3717400630518914e-16,2.2699828176609633e-16,3.589157976627668e-18,4.440892098500626e-16
D,6,0.01,0.02,20260909;68;6;1;1,4000,4000,0,1.0,0.038180837449214224,0.01936754558487359,0.00030622778367669245,8.881784197001252e-16
D,6,0.02,0.02,20260909;68;6;1;2,4000,4000,0,1.0,0.07603017829851288,0.039658764351299086,0.000627060122689976,4.440892098500626e-16
D,6,0.03,0.02,20260909;68;6;1;3,4000,4000,0,1.0,0.11166973714061232,0.05839897266938965,0.0009233688332459731,4.440892098500626e-16
D,6,0.04,0.02,20260909;68;6;1;4,4000,4000,0,1.0,0.14900727941085273,0.07764985166942805,0.0012277519562481033,8.881784197001252e-16
D,6,0.05,0.02,20260909;68;6;1;5,4000,4000,0,1.0,0.18595581037675185,0.09749342659339356,0.0015415064246477714,4.440892098500626e-16
D,6,0.06,0.02,20260909;68;6;1;6,4000,4000,0,1.0,0.22003962421165327,0.11851456269245882,0.0018738797700349368,8.881784197001252e-16
D,6,0.07,0.02,20260909;68;6;1;7,4000,4000,0,1.0,0.26029567404887555,0.13761548863782375,0.0021758919270627275,4.440892098500626e-16
D,6,0.08,0.02,20260909;68;6;1;8,4000,4000,0,1.0,0.28944528119517793,0.15370731730817483,0.002430326078640269,4.440892098500626e-16
D,6,0.09,0.02,20260909;68;6;1;9,4000,4000,0,1.0,0.3306101538658988,0.17365856298815954,0.0027457829711720013,8.881784197001252e-16
D,6,0.1,0.02,20260909;68;6;1;10,4000,4000,0,1.0,0.35329576726551654,0.18658315743404563,0.0029501387525868107,8.881784197001252e-16
D,6,0.0,0.05,20260909;68;6;2;0,4000,4000,0,1.0,3.490654604725521e-16,2.273225967685899e-16,3.594285847063882e-18,2.7755575615628914e-16
D,6,0.01,0.05,20260909;68;6;2;1,4000,4000,0,1.0,0.037947994157667767,0.019703776644611103,0.0003115440635210058,4.440892098500626e-16
D,6,0.02,0.05,20260909;68;6;2;2,4000,4000,0,1.0,0.07603933956482638,0.03875476098071264,0.000612766574372364,8.881784197001252e-16
D,6,0.03,0.05,20260909;68;6;2;3,4000,4000,0,1.0,0.11065289620345765,0.059572344656866026,0.0009419214733612927,4.440892098500626e-16
D,6,0.04,0.05,20260909;68;6;2;4,4000,4000,0,1.0,0.15126076887814258,0.07867060819462804,0.0012438915340286585,8.881784197001252e-16
D,6,0.05,0.05,20260909;68;6;2;5,4000,4000,0,1.0,0.1886341900822475,0.09735475910072705,0.0015393138990765168,4.440892098500626e-16
D,6,0.06,0.05,20260909;68;6;2;6,4000,4000,0,1.0,0.22371146287945107,0.116146299879103,0.0018364342470945237,4.440892098500626e-16
D,6,0.07,0.05,20260909;68;6;2;7,4000,4000,0,1.0,0.25161623796524485,0.1342205225524067,0.0021222128000180094,4.440892098500626e-16
D,6,0.08,0.05,20260909;68;6;2;8,4000,4000,0,1.0,0.293261673418905,0.15450900008114204,0.002443001796257749,4.440892098500626e-16
D,6,0.09,0.05,20260909;68;6;2;9,4000,4000,0,1.0,0.326466111412352,0.17623172671524975,0.0027864682620226664,8.881784197001252e-16
D,6,0.1,0.05,20260909;68;6;2;10,4000,4000,0,1.0,0.36004997343132356,0.1925271063502808,0.0030441208369417737,4.440892098500626e-16
D,6,0.0,0.1,20260909;68;6;3;0,4000,4000,0,1.0,3.552093420198322e-16,2.3279763148763734e-16,3.680853746967332e-18,8.881784197001252e-16
D,6,0.01,0.1,20260909;68;6;3;1,4000,4000,0,1.0,0.03798234214466416,0.019334129093937093,0.0003056994225628439,4.440892098500626e-16
D,6,0.02,0.1,20260909;68;6;3;2,4000,4000,0,1.0,0.07461145216583216,0.03979870483423887,0.0006292727760047444,4.440892098500626e-16
D,6,0.03,0.1,20260909;68;6;3;3,4000,4000,0,1.0,0.11216433069834672,0.05903745462830968,0.00093346411942154,8.881784197001252e-16
D,6,0.04,0.1,20260909;68;6;3;4,4000,4000,0,1.0,0.14851548525384403,0.07888179999437271,0.0012472307695803751,8.881784197001252e-16
D,6,0.05,0.1,20260909;68;6;3;5,4000,4000,0,1.0,0.18350181864476536,0.09816881984069947,0.0015521853295366915,4.440892098500626e-16
D,6,0.06,0.1,20260909;68;6;3;6,4000,4000,0,1.0,0.22128391865717,0.11897852123656594,0.001881215598731308,4.440892098500626e-16
D,6,0.07,0.1,20260909;68;6;3;7,4000,4000,0,1.0,0.2614267639436849,0.13892103978476483,0.0021965345031936226,4.440892098500626e-16
D,6,0.08,0.1,20260909;68;6;3;8,4000,4000,0,1.0,0.28825430554556036,0.1560963258007555,0.0024680996195704705,4.440892098500626e-16
D,6,0.09,0.1,20260909;68;6;3;9,4000,4000,0,1.0,0.32736018772057823,0.17410394629324188,0.0027528250995513706,8.881784197001252e-16
D,6,0.1,0.1,20260909;68;6;3;10,4000,4000,0,1.0,0.359993728884289,0.19216013316543865,0.003038318481420238,8.881784197001252e-16
